stud_id,activity_type,id,awarded
8ff6181a-3c4e-11e6-80d7-005056972aa1,Спортивная,000001856,Да
8ff6181a-3c4e-11e6-80d7-005056972aa1,Спортивная,000001857,Да
8ff6181a-3c4e-11e6-80d7-005056972aa1,Спортивная,000001858,Да
8ff6181a-3c4e-11e6-80d7-005056972aa1,Спортивная,000001860,Да
cdffa7fa-b4ab-4d41-9a2d-e4386223551f,Спортивная,000002785,Нет
cdffa7fa-b4ab-4d41-9a2d-e4386223551f,Спортивная,000002796,Нет
cdffa7fa-b4ab-4d41-9a2d-e4386223551f,Спортивная,000002807,Нет
cdffa7fa-b4ab-4d41-9a2d-e4386223551f,Спортивная,000002834,Нет
cdffa7fa-b4ab-4d41-9a2d-e4386223551f,Спортивная,000002852,Нет
cdffa7fa-b4ab-4d41-9a2d-e4386223551f,Спортивная,000002855,Нет
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002045,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002050,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002056,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002059,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002060,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002063,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002065,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002091,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002095,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002096,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002098,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002099,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002101,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002102,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002103,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002106,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002107,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002109,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002110,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002112,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002113,Да
8ce62180-e167-41d3-b3a6-72cde1939164,Культурно-творческая,000002115,Да
c641d7c0-ccf3-4b26-97d9-4eca60d56586,Научно-исследовательская,000001176,Нет
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Учебная,000004725,Нет
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Учебная,000004767,Нет
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Учебная,000004796,Нет
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Учебная,000004803,Нет
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Общественная,000004762,Нет
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Общественная,000004818,Нет
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Общественная,000004825,Нет
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Научно-исследовательская,000004723,Да
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Научно-исследовательская,000004719,Да
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Научно-исследовательская,000004708,Да
b8a8b609-2ac6-40f8-bfb1-5eaa70c6e378,Научно-исследовательская,000004717,Да
247dff7e-8d41-4f35-86c5-730d8fe94165,Научно-исследовательская,000001094,Да
247dff7e-8d41-4f35-86c5-730d8fe94165,Научно-исследовательская,000001105,Да
c6b9c90e-f9d0-46a2-a52f-6ced68ace80c,Общественная,000001863,Нет
c6b9c90e-f9d0-46a2-a52f-6ced68ace80c,Общественная,000001865,Нет
c6b9c90e-f9d0-46a2-a52f-6ced68ace80c,Общественная,000001867,Нет
c6b9c90e-f9d0-46a2-a52f-6ced68ace80c,Общественная,000001869,Нет
c6b9c90e-f9d0-46a2-a52f-6ced68ace80c,Общественная,000001871,Нет
c6b9c90e-f9d0-46a2-a52f-6ced68ace80c,Общественная,000001874,Нет
8ba4da07-b4f7-11e9-80f9-005056972aa1,Спортивная,000004530,Нет
8ba4da07-b4f7-11e9-80f9-005056972aa1,Спортивная,000004542,Нет
8ba4da07-b4f7-11e9-80f9-005056972aa1,Спортивная,000004548,Нет
8ba4da07-b4f7-11e9-80f9-005056972aa1,Спортивная,000004555,Нет
8ba4da07-b4f7-11e9-80f9-005056972aa1,Спортивная,000004566,Нет
8ba4da07-b4f7-11e9-80f9-005056972aa1,Спортивная,000004567,Нет
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000003606,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002111,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002186,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002190,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002212,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002221,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002223,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002225,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002226,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002229,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002232,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002235,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002237,Да
49d70ae3-7ca9-4797-9e6c-a43b958e197c,Общественная,000002255,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003640,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003661,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003664,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003667,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003669,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003673,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003676,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003678,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003682,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003687,Да
feb379b3-6e7f-45d4-b5b0-ef74f21b470b,Общественная,000003690,Да
f45bb1e6-75b9-478b-9683-6311a6a175d7,Учебная,000004843,Нет
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000001124,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000001379,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000001386,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000001391,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000000850,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000000864,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000000893,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000000904,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000000929,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000000960,Да
9077a0ec-a338-4e8d-ac9a-57e54ac7881c,Общественная,000000976,Да
5f39662d-72b3-11e7-80e0-005056972aa1,Учебная,000001650,Нет
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004041,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004048,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004054,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004057,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004063,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000003969,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000003980,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000003987,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004007,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004015,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004021,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004030,Да
137bb40c-83cf-40b7-929b-c8a30b79faac,Общественная,000004033,Да
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000003781,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002570,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002573,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002576,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002579,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002583,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002589,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002595,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002623,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002624,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002619,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002628,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002629,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002637,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002640,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002644,Нет
b12e1bf0-b01f-44e7-8ceb-a21daa653323,Общественная,000002647,Нет
620da5e4-abc0-4515-8547-a6a4d9f5df7f,Научно-исследовательская,000002813,Нет
620da5e4-abc0-4515-8547-a6a4d9f5df7f,Научно-исследовательская,000002774,Нет
620da5e4-abc0-4515-8547-a6a4d9f5df7f,Научно-исследовательская,000003879,Нет
0c667d7f-f9a5-4a29-b519-65f3611d0b4f,Научно-исследовательская,000004713,Да
0c667d7f-f9a5-4a29-b519-65f3611d0b4f,Научно-исследовательская,000004707,Да
0c667d7f-f9a5-4a29-b519-65f3611d0b4f,Научно-исследовательская,000004721,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004051,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000003867,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004028,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004040,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004043,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004044,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004006,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004023,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004024,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004011,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004008,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004009,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000003990,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000004003,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000003897,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000003898,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000003909,Да
141e4aba-d322-4a5f-a405-db75b68070ea,Общественная,000003929,Да
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Учебная,000004013,Нет
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Учебная,000004014,Нет
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Учебная,000004016,Нет
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Учебная,000004022,Нет
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Учебная,000002601,Нет
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Научно-исследовательская,000002588,Да
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Научно-исследовательская,000002534,Да
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Научно-исследовательская,000002448,Да
47d84f32-93f5-4a55-b6a5-9e3a9c432278,Научно-исследовательская,000002469,Да
6c85eecd-e491-4e9a-842a-7ef444fe51c3,Научно-исследовательская,000001186,Нет
6c85eecd-e491-4e9a-842a-7ef444fe51c3,Научно-исследовательская,000001198,Нет
6c85eecd-e491-4e9a-842a-7ef444fe51c3,Научно-исследовательская,000003078,Нет
06821d6c-a1c3-4171-b0c9-583163a340a4,Научно-исследовательская,000004865,Да
06821d6c-a1c3-4171-b0c9-583163a340a4,Научно-исследовательская,000004914,Да
06821d6c-a1c3-4171-b0c9-583163a340a4,Научно-исследовательская,000004950,Да
ae4a5372-ce22-440c-a9b3-1292313340a8,Научно-исследовательская,000001512,Нет
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004533,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004516,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004518,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004479,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004481,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004484,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004489,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004500,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004506,Да
a5ea4eda-803c-433f-a141-649bc1d96dc8,Научно-исследовательская,000004508,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004841,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004842,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004817,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004838,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004839,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004846,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004848,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004849,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004820,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004821,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004827,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004832,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004834,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004835,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004779,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004804,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004795,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004808,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004798,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004791,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004784,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004785,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004787,Да
3766ba6e-834c-430f-9484-69ea2ef376ab,Общественная,000004789,Да
008ef8e4-0f15-4f44-9937-7f31eb58cc13,Научно-исследовательская,000000501,Да
008ef8e4-0f15-4f44-9937-7f31eb58cc13,Научно-исследовательская,000000531,Да
9c803105-d1ef-41d5-936e-e223e6ba920b,Научно-исследовательская,000004731,Да
9c803105-d1ef-41d5-936e-e223e6ba920b,Научно-исследовательская,000004740,Да
9c803105-d1ef-41d5-936e-e223e6ba920b,Научно-исследовательская,000004601,Да
56078ff6-fd1d-42c1-a13b-3cc6063f4940,Учебная,000001956,Нет
56078ff6-fd1d-42c1-a13b-3cc6063f4940,Учебная,000001962,Нет
fd550cbd-c375-4ca7-9ade-8008d3159189,Учебная,000004441,Нет
fd550cbd-c375-4ca7-9ade-8008d3159189,Учебная,000004449,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Общественная,000000839,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000000849,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000000830,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000000737,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000000743,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000000881,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000000613,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000000693,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000000721,Нет
661d9cc7-8a7a-4cec-8360-28501a722c1f,Научно-исследовательская,000004053,Нет
a52606a3-398a-455c-8fb5-95e92e1df488,Общественная,000002298,Нет
a52606a3-398a-455c-8fb5-95e92e1df488,Общественная,000002300,Нет
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002302,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002295,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002305,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002310,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002320,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002322,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002324,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002328,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002336,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002339,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002343,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002346,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002279,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002283,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002289,Да
a52606a3-398a-455c-8fb5-95e92e1df488,Культурно-творческая,000002293,Да
176fd4bb-1dfd-4e94-90f2-90d9d6add0f1,Учебная,000001782,Нет
176fd4bb-1dfd-4e94-90f2-90d9d6add0f1,Общественная,000001772,Нет
176fd4bb-1dfd-4e94-90f2-90d9d6add0f1,Общественная,000001778,Нет
176fd4bb-1dfd-4e94-90f2-90d9d6add0f1,Общественная,000001501,Нет
428118c0-7cf4-498e-a921-8c710e476ae1,Научно-исследовательская,000001662,Нет
428118c0-7cf4-498e-a921-8c710e476ae1,Научно-исследовательская,000001663,Нет
428118c0-7cf4-498e-a921-8c710e476ae1,Научно-исследовательская,000001665,Нет
428118c0-7cf4-498e-a921-8c710e476ae1,Научно-исследовательская,000001670,Нет
428118c0-7cf4-498e-a921-8c710e476ae1,Научно-исследовательская,000001672,Нет
428118c0-7cf4-498e-a921-8c710e476ae1,Научно-исследовательская,000001675,Нет
428118c0-7cf4-498e-a921-8c710e476ae1,Научно-исследовательская,000001677,Нет
428118c0-7cf4-498e-a921-8c710e476ae1,Научно-исследовательская,000001679,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004958,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004928,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004930,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004933,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004936,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004939,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004946,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004947,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004924,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000004977,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000005029,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000005046,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Общественная,000005048,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000005042,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000005030,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000005023,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000005024,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000005006,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000005012,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000005018,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000004988,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000004993,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000005000,Нет
8753fca2-7933-4716-8734-0fbd62fe0741,Культурно-творческая,000004964,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004940,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004942,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004937,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004912,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004923,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004915,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004906,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004909,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004989,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004992,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004986,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000004973,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Общественная,000005016,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Культурно-творческая,000005011,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Культурно-творческая,000004976,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Культурно-творческая,000004982,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Культурно-творческая,000004997,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Культурно-творческая,000004965,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Культурно-творческая,000004961,Нет
9a8ee2a5-1257-44c5-bdf9-a721e330559c,Культурно-творческая,000004956,Нет
5ce6bfea-2a30-4fba-8936-03037e1fd8c0,Научно-исследовательская,000001767,Нет
5ce6bfea-2a30-4fba-8936-03037e1fd8c0,Научно-исследовательская,000001773,Нет
5ce6bfea-2a30-4fba-8936-03037e1fd8c0,Научно-исследовательская,000001770,Нет
5ce6bfea-2a30-4fba-8936-03037e1fd8c0,Научно-исследовательская,000001780,Нет
5ce6bfea-2a30-4fba-8936-03037e1fd8c0,Научно-исследовательская,000001784,Нет
5ce6bfea-2a30-4fba-8936-03037e1fd8c0,Научно-исследовательская,000001792,Нет
5ce6bfea-2a30-4fba-8936-03037e1fd8c0,Научно-исследовательская,000001794,Нет
5ce6bfea-2a30-4fba-8936-03037e1fd8c0,Научно-исследовательская,000001797,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004951,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004931,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004902,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004900,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004913,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004981,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004974,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004935,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004963,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Общественная,000004969,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Культурно-творческая,000005017,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Культурно-творческая,000005025,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Культурно-творческая,000005032,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Культурно-творческая,000004918,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Культурно-творческая,000004910,Нет
c6329997-5be4-450e-b6bb-820488bfcb1d,Культурно-творческая,000004908,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004604,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004606,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004609,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004612,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004614,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004619,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004621,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004624,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004626,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004627,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004629,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004632,Нет
f8cddb8d-44d6-4a46-b39d-6e70fb14696e,Спортивная,000004639,Нет
e0a25cee-8fc8-4e4c-91d7-16d43787196d,Общественная,000002073,Нет
e0a25cee-8fc8-4e4c-91d7-16d43787196d,Общественная,000002093,Нет
e0a25cee-8fc8-4e4c-91d7-16d43787196d,Общественная,000002085,Нет
e0a25cee-8fc8-4e4c-91d7-16d43787196d,Общественная,000002083,Нет
e0a25cee-8fc8-4e4c-91d7-16d43787196d,Культурно-творческая,000002088,Нет
e0a25cee-8fc8-4e4c-91d7-16d43787196d,Спортивная,000002080,Нет
417e8021-2a4c-4a7e-a204-0c70efed3e56,Учебная,000003828,Нет
417e8021-2a4c-4a7e-a204-0c70efed3e56,Учебная,000003835,Нет
